site_code,transect_name,quadrat_number,observation_date,observation_time,scientific_name,percent_cover,shoot_density,flower_count,fruit_count,shoot_count,canopy_height_cm,grazing_evidence
RN31.1,C,11,2005-07-27,10:00:00,Zostera marina,35,16,1,0,0,61,true
RN31.1,C,12,2005-07-27,10:00:00,Zostera marina,45,21,1,0,0,57,true
RN31.1,A,1,2006-04-26,12:30:00,Zostera marina,30,11,0,0,0,24,false
RN31.1,A,2,2006-04-26,12:30:00,Zostera marina,30,10,0,0,0,36,false
RN31.1,A,3,2006-04-26,12:30:00,Zostera marina,10,6,0,0,0,34,false
RN31.1,A,4,2006-04-26,12:30:00,Zostera marina,25,15,0,0,0,25,false
RN31.1,A,5,2006-04-26,12:30:00,Zostera marina,40,17,0,0,0,42,false
RN31.1,A,7,2006-04-26,12:30:00,Zostera marina,5,5,0,0,0,37,false
RN31.1,A,9,2006-04-26,12:30:00,Zostera marina,50,20,0,0,0,39,false
RN31.1,A,10,2006-04-26,12:30:00,Zostera marina,80,25,0,0,0,42,false
RN31.1,A,11,2006-04-26,12:30:00,Zostera marina,100,36,0,0,0,45,false
RN31.1,A,12,2006-04-26,12:30:00,Zostera marina,100,40,0,0,0,34,false
RN31.1,B,1,2006-04-26,12:00:00,Zostera marina,80,24,0,0,0,48,false
RN31.1,B,2,2006-04-26,12:00:00,Zostera marina,70,21,0,0,0,51,false
RN31.1,B,3,2006-04-26,12:00:00,Zostera marina,60,20,0,0,0,50,false
RN31.1,B,4,2006-04-26,12:00:00,Zostera marina,50,14,0,0,0,46,false
RN31.1,B,5,2006-04-26,12:00:00,Zostera marina,60,19,0,0,0,29,false
RN31.1,B,6,2006-04-26,12:00:00,Zostera marina,60,16,0,0,0,65,false
RN31.1,B,7,2006-04-26,12:00:00,Zostera marina,60,17,0,0,0,54,false
RN31.1,B,8,2006-04-26,12:00:00,Zostera marina,80,22,0,0,0,45,false
RN31.1,B,9,2006-04-26,12:00:00,Zostera marina,90,27,0,0,0,43,false
RN31.1,B,10,2006-04-26,12:00:00,Zostera marina,80,22,0,0,0,52,false
RN31.1,B,11,2006-04-26,12:00:00,Zostera marina,80,21,0,0,0,33,false
RN31.1,B,12,2006-04-26,12:00:00,Zostera marina,90,26,0,0,0,60,false
RN31.1,C,1,2006-04-26,11:30:00,Zostera marina,75,29,0,0,0,53,false
RN31.1,C,2,2006-04-26,11:30:00,Zostera marina,100,36,0,0,0,48,false
RN31.1,C,3,2006-04-26,11:30:00,Zostera marina,75,23,0,0,0,54,false
RN31.1,C,4,2006-04-26,11:30:00,Zostera marina,60,15,0,0,0,32,false
RN31.1,C,5,2006-04-26,11:30:00,Zostera marina,50,11,0,0,0,35,false
RN31.1,C,6,2006-04-26,11:30:00,Zostera marina,60,18,0,0,0,36,false
RN31.1,C,7,2006-04-26,11:30:00,Zostera marina,45,11,0,0,0,40,false
RN31.1,C,8,2006-04-26,11:30:00,Zostera marina,40,12,0,0,0,29,false
RN31.1,C,9,2006-04-26,11:30:00,Zostera marina,35,11,0,0,0,36,false
RN31.1,C,10,2006-04-26,11:30:00,Zostera marina,25,8,0,0,0,55,false
RN31.1,C,11,2006-04-26,11:30:00,Zostera marina,20,6,0,0,0,23,false
RN31.1,C,12,2006-04-26,11:30:00,Zostera marina,70,16,0,0,0,34,false
RN31.1,A,1,2006-07-12,12:00:00,Zostera marina,75,29,1,0,0,74,true
RN31.1,A,2,2006-07-12,12:00:00,Zostera marina,80,25,2,0,0,62,true
RN31.1,A,3,2006-07-12,12:00:00,Zostera marina,90,32,2,0,0,52,true
RN31.1,A,4,2006-07-12,12:00:00,Zostera marina,80,21,3,0,0,70,true
RN31.1,A,5,2006-07-12,12:00:00,Zostera marina,70,22,1,0,0,105,true
RN31.1,A,6,2006-07-12,12:00:00,Zostera marina,65,26,1,0,0,85,true
RN31.1,A,7,2006-07-12,12:00:00,Zostera marina,60,20,1,0,0,69,false
RN31.1,A,8,2006-07-12,12:00:00,Zostera marina,40,7,1,0,0,78,false
RN31.1,A,9,2006-07-12,12:00:00,Zostera marina,100,33,1,0,0,58,false
RN31.1,A,10,2006-07-12,12:00:00,Zostera marina,75,21,1,0,0,84,false
RN31.1,A,11,2006-07-12,12:00:00,Zostera marina,90,20,2,0,0,79,false
RN31.1,A,12,2006-07-12,12:00:00,Zostera marina,100,32,1,0,0,103,false
RN31.1,B,1,2006-07-12,12:00:00,Zostera marina,70,22,1,0,0,100,true
RN31.1,B,2,2006-07-12,12:00:00,Zostera marina,80,26,1,0,0,93,true
RN31.1,B,3,2006-07-12,12:00:00,Zostera marina,90,28,2,0,0,91,true
RN31.1,B,4,2006-07-12,12:00:00,Zostera marina,70,19,1,0,0,90,true
RN31.1,B,5,2006-07-12,12:00:00,Zostera marina,70,24,1,0,0,70,true
RN31.1,B,6,2006-07-12,12:00:00,Zostera marina,75,22,1,0,0,106,true
RN31.1,B,7,2006-07-12,12:00:00,Zostera marina,75,20,1,0,0,95,true
RN31.1,B,8,2006-07-12,12:00:00,Zostera marina,30,11,1,0,0,62,true
RN31.1,B,9,2006-07-12,12:00:00,Zostera marina,45,15,1,0,0,69,true
RN31.1,B,10,2006-07-12,12:00:00,Zostera marina,75,23,1,0,0,81,true
RN31.1,B,11,2006-07-12,12:00:00,Zostera marina,90,30,1,0,0,117,true
RN31.1,B,12,2006-07-12,12:00:00,Zostera marina,60,17,2,0,0,125,true
RN31.1,C,1,2006-07-12,12:00:00,Zostera marina,100,29,2,0,0,121,false
RN31.1,C,2,2006-07-12,12:00:00,Zostera marina,100,30,1,0,0,98,false
RN31.1,C,3,2006-07-12,12:00:00,Zostera marina,85,24,1,0,0,99,false
RN31.1,C,4,2006-07-12,12:00:00,Zostera marina,100,32,1,0,0,104,false
RN31.1,C,5,2006-07-12,12:00:00,Zostera marina,65,12,1,0,0,100,false
RN31.1,C,6,2006-07-12,12:00:00,Zostera marina,80,23,1,0,0,92,false
RN31.1,C,7,2006-07-12,12:00:00,Zostera marina,95,27,1,0,0,75,false
RN31.1,C,8,2006-07-12,12:00:00,Zostera marina,90,18,1,0,0,72,false
RN31.1,C,9,2006-07-12,12:00:00,Zostera marina,60,19,1,0,0,52,false
RN31.1,C,10,2006-07-12,12:00:00,Zostera marina,50,16,1,0,0,67,false
RN31.1,C,11,2006-07-12,12:00:00,Zostera marina,65,17,1,0,0,99,false
RN31.1,C,12,2006-07-12,12:00:00,Zostera marina,75,12,1,0,0,68,false
RN31.1,A,1,2006-10-17,11:00:00,Zostera marina,100,0,0,0,0,57,false
RN31.1,A,1,2006-10-17,11:00:00,Zostera marina,100,45,0,0,0,57,false
RN31.1,A,1,2006-10-17,11:00:00,Zostera marina,100,0,0,0,0,57,false
RN31.1,A,1,2006-10-17,11:00:00,Zostera marina,100,45,0,0,0,57,false
RN31.1,A,1,2006-10-17,11:00:00,Zostera marina,100,45,0,0,0,57,false
RN31.1,A,2,2006-10-17,11:00:00,Zostera marina,100,0,0,0,0,87,false
RN31.1,A,2,2006-10-17,11:00:00,Zostera marina,100,0,0,0,0,87,false
RN31.1,A,2,2006-10-17,11:00:00,Zostera marina,100,49,0,0,0,87,false
RN31.1,A,2,2006-10-17,11:00:00,Zostera marina,100,49,0,0,0,87,false
RN31.1,A,2,2006-10-17,11:00:00,Zostera marina,100,49,0,0,0,87,false
RN31.1,A,3,2006-10-17,11:00:00,Zostera marina,100,55,0,0,0,85,false
RN31.1,A,3,2006-10-17,11:00:00,Zostera marina,100,0,0,0,0,85,false
RN31.1,A,3,2006-10-17,11:00:00,Zostera marina,100,0,0,0,0,85,false
RN31.1,A,3,2006-10-17,11:00:00,Zostera marina,100,55,0,0,0,85,false
RN31.1,A,3,2006-10-17,11:00:00,Zostera marina,100,55,0,0,0,85,false
RN31.1,A,4,2006-10-17,11:00:00,Zostera marina,100,0,0,0,0,64,false
RN31.1,A,4,2006-10-17,11:00:00,Zostera marina,100,62,0,0,0,64,false
RN31.1,A,4,2006-10-17,11:00:00,Zostera marina,100,62,0,0,0,64,false
RN31.1,A,4,2006-10-17,11:00:00,Zostera marina,100,62,0,0,0,64,false
RN31.1,A,4,2006-10-17,11:00:00,Zostera marina,100,0,0,0,0,64,false
RN31.1,A,5,2006-10-17,11:00:00,Zostera marina,100,0,0,0,0,92,false
RN31.1,A,5,2006-10-17,11:00:00,Zostera marina,100,31,0,0,0,92,false
RN31.1,A,5,2006-10-17,11:00:00,Zostera marina,100,31,0,0,0,92,false
RN31.1,A,5,2006-10-17,11:00:00,Zostera marina,100,31,0,0,0,92,false
RN31.1,A,5,2006-10-17,11:00:00,Zostera marina,100,0,0,0,0,92,false
RN31.1,A,6,2006-10-17,11:00:00,Zostera marina,70,19,0,0,0,70,false
RN31.1,A,6,2006-10-17,11:00:00,Zostera marina,70,19,0,0,0,70,false
RN31.1,A,6,2006-10-17,11:00:00,Zostera marina,70,19,0,0,0,70,false
RN31.1,A,6,2006-10-17,11:00:00,Zostera marina,70,0,0,0,0,70,false
RN31.1,A,6,2006-10-17,11:00:00,Zostera marina,70,0,0,0,0,70,false
RN31.1,A,7,2006-10-17,11:00:00,Zostera marina,75,0,0,0,0,64,false
RN31.1,A,7,2006-10-17,11:00:00,Zostera marina,75,24,0,0,0,64,false
RN31.1,A,7,2006-10-17,11:00:00,Zostera marina,75,24,0,0,0,64,false
RN31.1,A,7,2006-10-17,11:00:00,Zostera marina,75,0,0,0,0,64,false
RN31.1,A,7,2006-10-17,11:00:00,Zostera marina,75,24,0,0,0,64,false
RN31.1,A,8,2006-10-17,11:00:00,Zostera marina,100,31,0,0,0,72,false
RN31.1,A,8,2006-10-17,11:00:00,Zostera marina,100,0,0,0,0,72,false
RN31.1,A,8,2006-10-17,11:00:00,Zostera marina,100,31,0,0,0,72,false
RN31.1,A,8,2006-10-17,11:00:00,Zostera marina,100,0,0,0,0,72,false
RN31.1,A,8,2006-10-17,11:00:00,Zostera marina,100,31,0,0,0,72,false
RN31.1,A,9,2006-10-17,11:00:00,Zostera marina,75,15,0,0,0,84,false
RN31.1,A,9,2006-10-17,11:00:00,Zostera marina,75,0,0,0,0,84,false
RN31.1,A,9,2006-10-17,11:00:00,Zostera marina,75,15,0,0,0,84,false
RN31.1,A,9,2006-10-17,11:00:00,Zostera marina,75,15,0,0,0,84,false
RN31.1,A,9,2006-10-17,11:00:00,Zostera marina,75,0,0,0,0,84,false
RN31.1,A,10,2006-10-17,11:00:00,Zostera marina,100,0,0,0,0,69,false
RN31.1,A,10,2006-10-17,11:00:00,Zostera marina,100,47,0,0,0,69,false
RN31.1,A,10,2006-10-17,11:00:00,Zostera marina,100,47,0,0,0,69,false
RN31.1,A,10,2006-10-17,11:00:00,Zostera marina,100,0,0,0,0,69,false
RN31.1,A,10,2006-10-17,11:00:00,Zostera marina,100,47,0,0,0,69,false
RN31.1,A,11,2006-10-17,11:00:00,Zostera marina,85,0,0,0,0,47,false
RN31.1,A,11,2006-10-17,11:00:00,Zostera marina,85,34,0,0,0,47,false
RN31.1,A,11,2006-10-17,11:00:00,Zostera marina,85,0,0,0,0,47,false
RN31.1,A,11,2006-10-17,11:00:00,Zostera marina,85,34,0,0,0,47,false
RN31.1,A,11,2006-10-17,11:00:00,Zostera marina,85,34,0,0,0,47,false
RN31.1,A,12,2006-10-17,11:00:00,Zostera marina,90,0,0,0,0,87,false
RN31.1,A,12,2006-10-17,11:00:00,Zostera marina,90,33,0,0,0,87,false
RN31.1,A,12,2006-10-17,11:00:00,Zostera marina,90,0,0,0,0,87,false
RN31.1,A,12,2006-10-17,11:00:00,Zostera marina,90,33,0,0,0,87,false
RN31.1,A,12,2006-10-17,11:00:00,Zostera marina,90,33,0,0,0,87,false
RN31.1,B,1,2006-10-17,11:00:00,Zostera marina,80,42,0,0,0,85,false
RN31.1,B,2,2006-10-17,11:00:00,Zostera marina,85,27,0,0,0,94,false
RN31.1,B,3,2006-10-17,11:00:00,Zostera marina,95,31,0,0,0,81,false
RN31.1,B,4,2006-10-17,11:00:00,Zostera marina,95,34,0,0,0,101,false
RN31.1,B,5,2006-10-17,11:00:00,Zostera marina,100,39,0,0,0,80,false
RN31.1,B,6,2006-10-17,11:00:00,Zostera marina,100,29,0,0,0,90,false
RN31.1,B,7,2006-10-17,11:00:00,Zostera marina,80,24,0,0,0,83,false
RN31.1,B,8,2006-10-17,11:00:00,Zostera marina,85,20,0,0,0,87,false
RN31.1,B,9,2006-10-17,11:00:00,Zostera marina,95,32,0,0,0,89,false
RN31.1,B,10,2006-10-17,11:00:00,Zostera marina,100,30,0,0,0,94,false
RN31.1,B,11,2006-10-17,11:00:00,Zostera marina,100,27,0,0,0,77,false
RN31.1,B,12,2006-10-17,11:00:00,Zostera marina,75,35,0,0,0,74,false
RN31.1,C,1,2006-10-17,11:00:00,Zostera marina,100,29,0,0,0,64,false
RN31.1,C,2,2006-10-17,11:00:00,Zostera marina,100,21,0,0,0,109,false
RN31.1,C,3,2006-10-17,11:00:00,Zostera marina,95,32,0,0,0,73,false
RN31.1,C,4,2006-10-17,11:00:00,Zostera marina,70,14,0,0,0,78,false
RN31.1,C,5,2006-10-17,11:00:00,Zostera marina,100,27,0,0,0,82,false
RN31.1,C,6,2006-10-17,11:00:00,Zostera marina,95,34,0,0,0,57,false
RN31.1,C,7,2006-10-17,11:00:00,Zostera marina,100,37,0,0,0,84,false
RN31.1,C,8,2006-10-17,11:00:00,Zostera marina,95,27,0,0,0,79,false
RN31.1,C,9,2006-10-17,11:00:00,Zostera marina,95,13,0,0,0,57,false
RN31.1,C,10,2006-10-17,11:00:00,Zostera marina,100,23,0,0,0,93,false
RN31.1,C,11,2006-10-17,11:00:00,Zostera marina,90,22,0,0,0,89,false
RN31.1,C,12,2006-10-17,11:00:00,Zostera marina,100,31,0,0,0,103,false
RN31.1,A,1,2007-07-09,10:45:00,Zostera marina,65,32,2,0,23,70,false
RN31.1,A,1,2007-07-09,10:45:00,Zostera marina,65,23,2,0,23,70,false
RN31.1,A,2,2007-07-09,10:45:00,Zostera marina,85,41,9,0,41,76,false
RN31.1,A,2,2007-07-09,10:45:00,Zostera marina,85,41,9,0,41,76,false
RN31.1,A,3,2007-07-09,10:45:00,Zostera marina,80,28,0,0,28,95,false
RN31.1,A,3,2007-07-09,10:45:00,Zostera marina,85,28,0,0,28,95,false
RN31.1,A,4,2007-07-09,10:45:00,Zostera marina,80,49,0,0,49,71,false
RN31.1,A,4,2007-07-09,10:45:00,Zostera marina,99,49,0,0,49,71,false
RN31.1,A,5,2007-07-09,10:45:00,Zostera marina,99,40,8,0,40,98,false
RN31.1,A,5,2007-07-09,10:45:00,Zostera marina,99,40,8,0,40,98,false
RN31.1,A,6,2007-07-09,10:45:00,Zostera marina,99,21,10,0,21,101,false
RN31.1,A,6,2007-07-09,10:45:00,Zostera marina,99,21,10,0,21,101,
RN31.1,A,7,2007-07-09,10:45:00,Zostera marina,50,17,8,0,17,82,false
RN31.1,A,7,2007-07-09,10:45:00,Zostera marina,50,17,8,0,17,82,false
RN31.1,A,8,2007-07-09,10:45:00,Zostera marina,90,27,4,0,27,91,false
RN31.1,A,8,2007-07-09,10:45:00,Zostera marina,90,27,4,0,27,91,false
RN31.1,A,9,2007-07-09,10:45:00,Zostera marina,85,20,3,0,20,88,true
RN31.1,A,9,2007-07-09,10:45:00,Zostera marina,85,20,3,0,20,88,true
RN31.1,A,10,2007-07-09,10:45:00,Zostera marina,90,31,3,0,31,77,false
RN31.1,A,10,2007-07-09,10:45:00,Zostera marina,90,31,3,0,31,77,false
RN31.1,A,11,2007-07-09,10:45:00,Zostera marina,90,36,4,0,36,109,false
RN31.1,A,11,2007-07-09,10:45:00,Zostera marina,90,36,4,0,36,109,false
RN31.1,A,12,2007-07-09,10:45:00,Zostera marina,85,28,3,0,28,106,false
RN31.1,A,12,2007-07-09,10:45:00,Zostera marina,85,28,3,0,28,106,false
RN31.1,B,1,2007-07-09,10:45:00,Zostera marina,100,28,3,0,28,87,false
RN31.1,B,1,2007-07-09,10:45:00,Zostera marina,100,28,3,0,0,87,false
RN31.1,B,2,2007-07-09,10:45:00,Zostera marina,100,38,8,0,0,78,false
RN31.1,B,2,2007-07-09,10:45:00,Zostera marina,100,38,8,0,38,78,false
RN31.1,B,3,2007-07-09,10:45:00,Zostera marina,100,35,4,0,0,83,false
RN31.1,B,3,2007-07-09,10:45:00,Zostera marina,100,35,4,0,35,83,false
RN31.1,B,4,2007-07-09,10:45:00,Zostera marina,100,29,2,0,29,91,false
RN31.1,B,4,2007-07-09,10:45:00,Zostera marina,100,29,2,0,0,91,false
RN31.1,B,5,2007-07-09,10:45:00,Zostera marina,100,41,3,0,41,70,false
RN31.1,B,5,2007-07-09,10:45:00,Zostera marina,100,41,3,0,0,70,false
RN31.1,B,6,2007-07-09,10:45:00,Zostera marina,100,27,3,0,27,89,false
RN31.1,B,6,2007-07-09,10:45:00,Zostera marina,100,27,3,0,0,89,false
RN31.1,B,7,2007-07-09,10:45:00,Zostera marina,75,21,1,0,0,92,false
RN31.1,B,7,2007-07-09,10:45:00,Zostera marina,75,21,1,0,21,92,false
RN31.1,B,8,2007-07-09,10:45:00,Zostera marina,100,31,4,0,31,65,true
RN31.1,B,8,2007-07-09,10:45:00,Zostera marina,100,31,4,0,0,65,true
RN31.1,B,9,2007-07-09,10:45:00,Zostera marina,100,29,3,0,29,86,false
RN31.1,B,9,2007-07-09,10:45:00,Zostera marina,100,29,3,0,0,86,false
RN31.1,B,10,2007-07-09,10:45:00,Zostera marina,95,31,3,0,31,76,true
RN31.1,B,10,2007-07-09,10:45:00,Zostera marina,95,31,3,0,0,76,true
RN31.1,B,11,2007-07-09,10:45:00,Zostera marina,85,30,5,0,0,107,false
RN31.1,B,11,2007-07-09,10:45:00,Zostera marina,85,30,5,0,30,107,false
RN31.1,B,12,2007-07-09,10:45:00,Zostera marina,85,26,2,0,26,123,false
RN31.1,B,12,2007-07-09,10:45:00,Zostera marina,85,26,2,0,0,123,false
RN31.1,C,1,2007-07-10,09:30:00,Zostera marina,100,29,2,0,29,79,false
RN31.1,C,1,2007-07-10,09:30:00,Zostera marina,100,29,2,0,0,79,false
RN31.1,C,2,2007-07-10,09:30:00,Zostera marina,95,27,1,0,27,112,false
RN31.1,C,2,2007-07-10,09:30:00,Zostera marina,95,27,1,0,0,112,false
RN31.1,C,3,2007-07-10,09:30:00,Zostera marina,90,36,2,0,36,84,
RN31.1,C,3,2007-07-10,09:30:00,Zostera marina,90,36,2,0,0,84,false
RN31.1,C,4,2007-07-10,09:30:00,Zostera marina,50,12,0,0,12,102,false
RN31.1,C,4,2007-07-10,09:30:00,Zostera marina,50,12,0,0,0,102,false
RN31.1,C,5,2007-07-10,09:30:00,Zostera marina,75,42,2,0,0,77,false
RN31.1,C,5,2007-07-10,09:30:00,Zostera marina,75,42,2,0,42,77,false
RN31.1,C,6,2007-07-10,09:30:00,Zostera marina,85,35,3,0,35,81,false
RN31.1,C,6,2007-07-10,09:30:00,Zostera marina,85,35,3,0,0,81,false
RN31.1,C,7,2007-07-10,09:30:00,Zostera marina,75,25,1,0,25,83,false
RN31.1,C,7,2007-07-10,09:30:00,Zostera marina,75,25,1,0,0,83,false
RN31.1,C,8,2007-07-10,09:30:00,Zostera marina,60,11,0,0,0,59,false
RN31.1,C,8,2007-07-10,09:30:00,Zostera marina,60,11,0,0,11,59,false
RN31.1,C,9,2007-07-10,09:30:00,Zostera marina,95,40,0,0,0,84,false
RN31.1,C,9,2007-07-10,09:30:00,Zostera marina,95,40,3,0,40,84,false
RN31.1,C,10,2007-07-10,09:30:00,Zostera marina,80,20,3,0,20,79,false
RN31.1,C,10,2007-07-10,09:30:00,Zostera marina,80,20,3,0,0,79,false
RN31.1,C,11,2007-07-10,09:30:00,Zostera marina,75,21,0,0,0,84,false
RN31.1,C,11,2007-07-10,09:30:00,Zostera marina,75,21,0,0,21,84,false
RN31.1,C,12,2007-07-10,09:30:00,Zostera marina,90,12,1,0,0,90,false
RN31.1,C,12,2007-07-10,09:30:00,Zostera marina,90,12,1,0,12,90,false
RN31.1,A,1,2008-07-09,11:00:00,Zostera marina,40,10,0,0,0,69,false
RN31.1,A,2,2008-07-09,11:00:00,Zostera marina,40,18,1,0,0,85,false
RN31.1,A,3,2008-07-09,11:00:00,Zostera marina,100,17,0,0,0,73,false
RN31.1,A,4,2008-07-09,11:00:00,Zostera marina,40,13,0,0,0,55,false
RN31.1,A,5,2008-07-09,11:00:00,Zostera marina,90,16,0,0,0,87,false
RN31.1,A,7,2008-07-09,11:00:00,Zostera marina,1,1,1,0,0,88,false
RN31.1,A,8,2008-07-09,11:00:00,Zostera marina,20,7,1,0,0,83,false
RN31.1,A,9,2008-07-09,11:00:00,Zostera marina,50,13,0,0,0,56,false
RN31.1,A,10,2008-07-09,11:00:00,Zostera marina,20,8,0,0,0,58,false
RN31.1,A,11,2008-07-09,11:00:00,Zostera marina,80,35,3,0,0,64,false
RN31.1,A,12,2008-07-09,11:00:00,Zostera marina,50,20,4,0,0,93,false
RN31.1,B,1,2008-07-09,11:00:00,Zostera marina,100,29,4,0,0,69,
RN31.1,B,2,2008-07-09,11:00:00,Zostera marina,60,11,4,0,0,65,
RN31.1,B,3,2008-07-09,11:00:00,Zostera marina,100,19,7,0,0,97,
RN31.1,B,4,2008-07-09,11:00:00,Zostera marina,50,9,8,0,0,103,
RN31.1,B,5,2008-07-09,11:00:00,Zostera marina,50,6,0,0,0,46,
RN31.1,B,6,2008-07-09,11:00:00,Zostera marina,80,16,8,0,0,61,
RN31.1,B,7,2008-07-09,11:00:00,Zostera marina,100,14,5,0,0,76,
RN31.1,B,8,2008-07-09,11:00:00,Zostera marina,100,21,3,0,0,47,
RN31.1,B,9,2008-07-09,11:00:00,Zostera marina,10,8,1,0,0,101,false
RN31.1,B,10,2008-07-09,11:00:00,Zostera marina,5,2,0,0,0,23,false
RN31.1,B,11,2008-07-09,11:00:00,Zostera marina,30,11,3,0,0,74,true
RN31.1,B,12,2008-07-09,11:00:00,Zostera marina,90,33,3,0,0,82,true
RN31.1,C,1,2008-07-09,11:00:00,Zostera marina,100,8,5,0,0,43,
RN31.1,C,2,2008-07-09,11:00:00,Zostera marina,100,21,3,0,0,39,
RN31.1,C,3,2008-07-09,11:00:00,Zostera marina,100,21,1,0,0,98,
RN31.1,C,4,2008-07-09,11:00:00,Zostera marina,80,16,3,0,0,82,
RN31.1,C,5,2008-07-09,11:00:00,Zostera marina,90,19,1,0,0,91,
RN31.1,C,6,2008-07-09,11:00:00,Zostera marina,60,14,8,0,0,73,
RN31.1,C,7,2008-07-09,11:00:00,Zostera marina,100,25,7,0,0,32,
RN31.1,C,8,2008-07-09,11:00:00,Zostera marina,90,31,2,0,0,123,false
RN31.1,C,9,2008-07-09,11:00:00,Zostera marina,90,34,5,0,0,116,false
RN31.1,C,10,2008-07-09,11:00:00,Zostera marina,30,15,3,0,0,73,true
RN31.1,C,11,2008-07-09,11:00:00,Zostera marina,60,20,1,0,0,20,false
RN31.1,C,12,2008-07-09,11:00:00,Zostera marina,80,42,2,0,0,59,false
RN31.1,A,1,2009-07-16,11:52:00,Zostera marina,100,0,1,0,0,80,true
RN31.1,A,2,2009-07-16,11:52:00,Zostera marina,100,0,3,0,0,86,true
RN31.1,A,3,2009-07-16,11:52:00,Zostera marina,100,0,2,0,0,94,true
RN31.1,A,4,2009-07-16,11:52:00,Zostera marina,95,0,1,0,0,110,true
RN31.1,A,5,2009-07-16,11:52:00,Zostera marina,100,0,3,0,0,95,true
RN31.1,A,6,2009-07-16,11:52:00,Zostera marina,75,0,3,0,0,72,true
RN31.1,A,7,2009-07-16,11:52:00,Zostera marina,80,0,2,0,0,89,true
RN31.1,A,8,2009-07-16,11:52:00,Zostera marina,60,0,0,0,0,92,true
RN31.1,A,9,2009-07-16,11:52:00,Zostera marina,90,0,17,0,0,79,true
RN31.1,A,10,2009-07-16,11:52:00,Zostera marina,70,0,15,0,0,66,true
RN31.1,A,11,2009-07-16,11:52:00,Zostera marina,75,0,11,0,0,93,true
RN31.1,A,12,2009-07-16,11:52:00,Zostera marina,75,0,12,0,0,72,true
RN31.1,B,1,2009-07-16,11:40:00,Zostera marina,100,0,1,0,0,97,true
RN31.1,B,2,2009-07-16,11:40:00,Zostera marina,30,0,1,0,0,88,true
RN31.1,B,3,2009-07-16,11:40:00,Zostera marina,100,0,3,0,0,89,true
RN31.1,B,4,2009-07-16,11:40:00,Zostera marina,100,0,4,0,0,83,true
RN31.1,B,5,2009-07-16,11:40:00,Zostera marina,100,0,3,0,0,103,true
RN31.1,B,6,2009-07-16,11:40:00,Zostera marina,10,0,2,0,0,80,true
RN31.1,B,7,2009-07-16,11:40:00,Zostera marina,5,0,0,0,0,110,true
